10:50:13.708 INF Connecting to orderer. addrStr=127.0.0.1:10000 peerId=0
10:50:13.709 INF Connecting to orderer. addrStr=127.0.0.1:10011 peerId=1
10:50:13.709 INF Connecting to orderer. addrStr=127.0.0.1:10022 peerId=2
10:50:13.710 INF Connecting to orderer. addrStr=127.0.0.1:10044 peerId=4
10:50:13.710 INF Connecting to orderer. addrStr=127.0.0.1:10033 peerId=3
10:50:13.711 INF Connecting to orderer. addrStr=127.0.0.1:10055 peerId=5
10:50:13.711 INF Connecting to orderer. addrStr=127.0.0.1:10077 peerId=7
10:50:13.711 INF Connecting to orderer. addrStr=127.0.0.1:10066 peerId=6
10:50:13.720 INF Connected to orderer. addrStr=127.0.0.1:10011 id=1
10:50:13.721 INF Connected to orderer. addrStr=127.0.0.1:10044 id=4
10:50:13.721 INF Connected to orderer. addrStr=127.0.0.1:10000 id=0
10:50:13.722 INF Connected to orderer. addrStr=127.0.0.1:10033 id=3
10:50:13.722 INF Connected to orderer. addrStr=127.0.0.1:10077 id=7
10:50:13.722 INF Connected to orderer. addrStr=127.0.0.1:10055 id=5
10:50:13.723 INF Connected to orderer. addrStr=127.0.0.1:10066 id=6
10:50:13.723 INF Connected to orderer. addrStr=127.0.0.1:10022 id=2
10:50:13.758 INF Connected to orderers.
10:50:13.760 INF Setting up client timeout. clientRunTime=13000
10:50:13.760 INF Starting to submit requests. numRequests=6656
10:50:13.762 INF Updating bucket assignment. epoch=0
10:50:13.762 DBG New bucket assignment. buckets=[7,15,23,31,39,47,55,63,71,79,87,95,103,111,119,127] orderer=7
10:50:13.762 DBG New bucket assignment. buckets=[0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120] orderer=0
10:50:13.763 DBG New bucket assignment. buckets=[1,9,17,25,33,41,49,57,65,73,81,89,97,105,113,121] orderer=1
10:50:13.763 DBG New bucket assignment. buckets=[2,10,18,26,34,42,50,58,66,74,82,90,98,106,114,122] orderer=2
10:50:13.763 DBG New bucket assignment. buckets=[3,11,19,27,35,43,51,59,67,75,83,91,99,107,115,123] orderer=3
10:50:13.763 DBG New bucket assignment. buckets=[4,12,20,28,36,44,52,60,68,76,84,92,100,108,116,124] orderer=4
10:50:13.764 DBG New bucket assignment. buckets=[5,13,21,29,37,45,53,61,69,77,85,93,101,109,117,125] orderer=5
10:50:13.764 DBG New bucket assignment. buckets=[6,14,22,30,38,46,54,62,70,78,86,94,102,110,118,126] orderer=6
10:50:13.764 INF Resubmitted Requests. epoch=0 n=0
10:50:13.765 DBG Submitted request. clSeqNr=0
10:50:13.765 DBG Submitted request. clSeqNr=1
10:50:13.769 DBG Submitted request. clSeqNr=2
10:50:13.776 DBG Submitted request. clSeqNr=3
10:50:13.777 DBG Submitted request. clSeqNr=4
10:50:13.781 DBG Submitted request. clSeqNr=5
10:50:13.785 DBG Submitted request. clSeqNr=6
10:50:13.789 DBG Submitted request. clSeqNr=7
10:50:13.793 DBG Submitted request. clSeqNr=8
10:50:13.797 DBG Submitted request. clSeqNr=9
10:50:13.800 DBG Submitted request. clSeqNr=10
10:50:13.804 DBG Submitted request. clSeqNr=11
10:50:13.809 DBG Submitted request. clSeqNr=12
10:50:13.812 DBG Submitted request. clSeqNr=13
10:50:13.816 DBG Submitted request. clSeqNr=14
10:50:13.820 DBG Submitted request. clSeqNr=15
10:50:13.823 DBG Submitted request. clSeqNr=16
10:50:13.828 DBG Submitted request. clSeqNr=17
10:50:13.832 DBG Submitted request. clSeqNr=18
10:50:13.835 DBG Submitted request. clSeqNr=19
10:50:13.839 DBG Submitted request. clSeqNr=20
10:50:13.844 DBG Submitted request. clSeqNr=21
10:50:13.848 DBG Submitted request. clSeqNr=22
10:50:13.851 DBG Submitted request. clSeqNr=23
10:50:13.855 DBG Submitted request. clSeqNr=24
10:50:13.859 DBG Submitted request. clSeqNr=25
10:50:13.863 DBG Submitted request. clSeqNr=26
10:50:13.867 DBG Submitted request. clSeqNr=27
10:50:13.870 DBG Submitted request. clSeqNr=28
10:50:13.875 DBG Submitted request. clSeqNr=29
10:50:13.879 DBG Submitted request. clSeqNr=30
10:50:13.882 DBG Submitted request. clSeqNr=31
10:50:13.886 DBG Submitted request. clSeqNr=32
10:50:13.890 DBG Submitted request. clSeqNr=33
10:50:13.894 DBG Submitted request. clSeqNr=34
10:50:13.898 DBG Submitted request. clSeqNr=35
10:50:13.902 DBG Submitted request. clSeqNr=36
10:50:13.905 DBG Submitted request. clSeqNr=37
10:50:13.910 DBG Submitted request. clSeqNr=38
10:50:13.914 DBG Submitted request. clSeqNr=39
10:50:13.917 DBG Submitted request. clSeqNr=40
10:50:13.922 DBG Submitted request. clSeqNr=41
10:50:13.926 DBG Submitted request. clSeqNr=42
10:50:13.929 DBG Submitted request. clSeqNr=43
10:50:13.933 DBG Submitted request. clSeqNr=44
10:50:13.937 DBG Submitted request. clSeqNr=45
10:50:13.941 DBG Submitted request. clSeqNr=46
10:50:13.945 DBG Submitted request. clSeqNr=47
10:50:13.949 DBG Submitted request. clSeqNr=48
10:50:13.953 DBG Submitted request. clSeqNr=49
10:50:13.957 DBG Submitted request. clSeqNr=50
10:50:13.961 DBG Submitted request. clSeqNr=51
10:50:13.964 DBG Submitted request. clSeqNr=52
10:50:13.968 DBG Submitted request. clSeqNr=53
10:50:13.972 DBG Submitted request. clSeqNr=54
10:50:13.976 DBG Submitted request. clSeqNr=55
10:50:13.980 DBG Submitted request. clSeqNr=56
10:50:13.984 DBG Submitted request. clSeqNr=57
10:50:13.988 DBG Submitted request. clSeqNr=58
10:50:13.991 DBG Submitted request. clSeqNr=59
10:50:13.996 DBG Submitted request. clSeqNr=60
10:50:14.000 DBG Submitted request. clSeqNr=61
10:50:14.004 DBG Submitted request. clSeqNr=62
10:50:14.007 DBG Submitted request. clSeqNr=63
