2023/05/31 14:23:25 Initializing main trace
2023/05/31 14:23:25 Id: 3
2023/05/31 14:23:25 N: 4
2023/05/31 14:23:25 F: 0
2023/05/31 14:23:25 D: 3
2023/05/31 14:23:25 Logging: critical
2023/05/31 14:23:25 ChainId: chain
2023/05/31 14:23:25 Ledger: 
2023/05/31 14:23:25 MaxLeaders: 4
2023/05/31 14:23:25 BatchDurationNsec: 500000000
2023/05/31 14:23:25 BatchSizeBytes: 2000000
2023/05/31 14:23:25 EpochTimeoutNsec: 20000000000
2023/05/31 14:23:25 BatchSignature: false
2023/05/31 14:23:25 WatermarkDist: 32
2023/05/31 14:23:25 CheckpointDist: 16
2023/05/31 14:23:25 BucketRotationPeriod: 256
2023/05/31 14:23:25 ClientWatermarkDist: 10000000
2023/05/31 14:23:25 Buckets: 2
2023/05/31 14:23:25 PayloadSharding: false
2023/05/31 14:23:25 SigSharding: true
2023/05/31 14:23:25 ByzantineDuplication: false
2023/05/31 14:23:25 Censoring: 0
2023/05/31 14:23:25 ByzantineDelay: 0
2023/05/31 14:23:25 ByzantineAfter: 0
2023/05/31 14:23:25 ByzantineUntil: 0
2023/05/31 14:23:25 UseTLS: true
2023/05/31 14:23:25 ServerConfigurationBuffer: 2
2023/05/31 14:23:25 SignatureVerification: true
2023/05/31 14:23:25 RequestSize: 500
2023/05/31 14:23:25 RequestsPerClient: 0
2023/05/31 14:23:25 Parallelism: 0
2023/05/31 14:23:25 RequestRate: 0
2023/05/31 14:23:25 ClientRunTime: 0
2023/05/31 14:23:25 Clients: 0
2023/05/31 14:23:25 Blocking: false
2023/05/31 14:23:25 Receivers: 0
2023/05/31 14:23:25 Destination: 0
2023/05/31 14:23:25 Self:
2023/05/31 14:23:25     Listen: 0.0.0.0:8001
2023/05/31 14:23:25     CACertFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/ca.pem
2023/05/31 14:23:25     KeyFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/server-4.key
2023/05/31 14:23:25     CertFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/server-4.pem
2023/05/31 14:23:25 Servers:
2023/05/31 14:23:25     CACertFile: 
2023/05/31 14:23:25     CertFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/server-1.pem
2023/05/31 14:23:25     CertFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/server-2.pem
2023/05/31 14:23:25     CertFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/server-3.pem
2023/05/31 14:23:25     CertFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/server-4.pem
2023/05/31 14:23:25     CertFile: 44.204.242.59:8001
2023/05/31 14:23:25     CertFile: 44.213.105.71:8001
2023/05/31 14:23:25     CertFile: 3.235.126.81:8001
2023/05/31 14:23:25     CertFile: 18.205.1.24:8001
2023/05/31 14:23:25.651441 NewBackend Mir backend
2023/05/31 14:23:25.766654 assignBuckets replica 3: Responsible for requests in buckets [6 7] in epoch 0
2023/05/31 14:23:28.724534 RunRequestProcessor Updated leader pending size
2023/05/31 14:23:29.242494 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:29.342503 deliverBatch DELIVERING 1 with 1 txs
2023/05/31 14:23:29.342554 deliverBatch DELIVERING 2 with 1 txs
2023/05/31 14:23:29.342593 deliverBatch DELIVERING 3 with 1 txs
2023/05/31 14:23:29.362867 deliverBatch DELIVERING 4 with 1 txs
2023/05/31 14:23:29.745505 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:29.805788 deliverBatch DELIVERING 5 with 0 txs
2023/05/31 14:23:29.846158 deliverBatch DELIVERING 6 with 0 txs
2023/05/31 14:23:29.846237 deliverBatch DELIVERING 7 with 0 txs
2023/05/31 14:23:29.866331 deliverBatch DELIVERING 8 with 0 txs
2023/05/31 14:23:30.249155 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:30.329665 deliverBatch DELIVERING 9 with 0 txs
2023/05/31 14:23:30.349843 deliverBatch DELIVERING 10 with 0 txs
2023/05/31 14:23:30.349926 deliverBatch DELIVERING 11 with 0 txs
2023/05/31 14:23:30.370031 deliverBatch DELIVERING 12 with 0 txs
2023/05/31 14:23:30.752721 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:30.833249 deliverBatch DELIVERING 13 with 0 txs
2023/05/31 14:23:30.853382 deliverBatch DELIVERING 14 with 0 txs
2023/05/31 14:23:30.853437 deliverBatch DELIVERING 15 with 0 txs
2023/05/31 14:23:30.873558 deliverBatch DELIVERING 16 with 0 txs
2023/05/31 14:23:31.256384 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:31.336857 deliverBatch DELIVERING 17 with 0 txs
2023/05/31 14:23:31.357070 deliverBatch DELIVERING 18 with 0 txs
2023/05/31 14:23:31.357127 deliverBatch DELIVERING 19 with 0 txs
2023/05/31 14:23:31.377215 deliverBatch DELIVERING 20 with 0 txs
2023/05/31 14:23:31.759926 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:31.820371 deliverBatch DELIVERING 21 with 0 txs
2023/05/31 14:23:31.860883 deliverBatch DELIVERING 22 with 0 txs
2023/05/31 14:23:31.860957 deliverBatch DELIVERING 23 with 0 txs
2023/05/31 14:23:31.880831 deliverBatch DELIVERING 24 with 0 txs
2023/05/31 14:23:32.263700 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:32.344140 deliverBatch DELIVERING 25 with 0 txs
2023/05/31 14:23:32.364440 deliverBatch DELIVERING 26 with 0 txs
2023/05/31 14:23:32.364503 deliverBatch DELIVERING 27 with 0 txs
2023/05/31 14:23:32.384581 deliverBatch DELIVERING 28 with 0 txs
2023/05/31 14:23:32.767265 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:32.827562 deliverBatch DELIVERING 29 with 0 txs
2023/05/31 14:23:32.868002 deliverBatch DELIVERING 30 with 0 txs
2023/05/31 14:23:32.868066 deliverBatch DELIVERING 31 with 0 txs
2023/05/31 14:23:32.908289 deliverBatch DELIVERING 32 with 0 txs
2023/05/31 14:23:33.271001 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:33.351558 deliverBatch DELIVERING 33 with 0 txs
2023/05/31 14:23:33.371773 deliverBatch DELIVERING 34 with 0 txs
2023/05/31 14:23:33.371843 deliverBatch DELIVERING 35 with 0 txs
2023/05/31 14:23:33.392014 deliverBatch DELIVERING 36 with 0 txs
2023/05/31 14:23:33.774788 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:33.855242 deliverBatch DELIVERING 37 with 0 txs
2023/05/31 14:23:33.875452 deliverBatch DELIVERING 38 with 0 txs
2023/05/31 14:23:33.875535 deliverBatch DELIVERING 39 with 0 txs
2023/05/31 14:23:33.895720 deliverBatch DELIVERING 40 with 0 txs
2023/05/31 14:23:34.278557 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:34.359087 deliverBatch DELIVERING 41 with 0 txs
2023/05/31 14:23:34.399393 deliverBatch DELIVERING 42 with 0 txs
2023/05/31 14:23:34.399459 deliverBatch DELIVERING 43 with 0 txs
2023/05/31 14:23:34.399621 deliverBatch DELIVERING 44 with 0 txs
2023/05/31 14:23:34.782137 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:34.862594 deliverBatch DELIVERING 45 with 0 txs
2023/05/31 14:23:34.882761 deliverBatch DELIVERING 46 with 0 txs
2023/05/31 14:23:34.882823 deliverBatch DELIVERING 47 with 0 txs
2023/05/31 14:23:34.903010 deliverBatch DELIVERING 48 with 0 txs
2023/05/31 14:23:35.285754 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:35.366296 deliverBatch DELIVERING 49 with 0 txs
2023/05/31 14:23:35.406641 deliverBatch DELIVERING 50 with 0 txs
2023/05/31 14:23:35.406712 deliverBatch DELIVERING 51 with 0 txs
2023/05/31 14:23:35.406857 deliverBatch DELIVERING 52 with 0 txs
2023/05/31 14:23:35.789801 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:35.869902 deliverBatch DELIVERING 53 with 0 txs
2023/05/31 14:23:35.910246 deliverBatch DELIVERING 54 with 0 txs
2023/05/31 14:23:35.910307 deliverBatch DELIVERING 55 with 0 txs
2023/05/31 14:23:35.910477 deliverBatch DELIVERING 56 with 0 txs
2023/05/31 14:23:36.293285 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:36.373784 deliverBatch DELIVERING 57 with 0 txs
2023/05/31 14:23:36.393927 deliverBatch DELIVERING 58 with 0 txs
2023/05/31 14:23:36.394007 deliverBatch DELIVERING 59 with 0 txs
2023/05/31 14:23:36.414141 deliverBatch DELIVERING 60 with 0 txs
2023/05/31 14:23:36.796893 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:36.877415 deliverBatch DELIVERING 61 with 0 txs
2023/05/31 14:23:36.897589 deliverBatch DELIVERING 62 with 0 txs
2023/05/31 14:23:36.897651 deliverBatch DELIVERING 63 with 0 txs
2023/05/31 14:23:36.917832 deliverBatch DELIVERING 64 with 0 txs
2023/05/31 14:23:37.300604 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:37.381025 deliverBatch DELIVERING 65 with 0 txs
2023/05/31 14:23:37.401302 deliverBatch DELIVERING 66 with 0 txs
2023/05/31 14:23:37.401381 deliverBatch DELIVERING 67 with 0 txs
2023/05/31 14:23:37.421532 deliverBatch DELIVERING 68 with 0 txs
2023/05/31 14:23:37.804361 Request map[MFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAEmb4kegHVdkNbN7yU+NGFaq0QrWux6A8rc5PnIGXspnSnftElpW7aru0l8a5F4txRhVohS2uNwV5IiZQIj6P94w:0xc01bd5b5f0]
2023/05/31 14:23:37.804574 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:37.864782 deliverBatch DELIVERING 69 with 0 txs
2023/05/31 14:23:37.925108 deliverBatch DELIVERING 70 with 0 txs
2023/05/31 14:23:37.925165 deliverBatch DELIVERING 71 with 0 txs
2023/05/31 14:23:37.925363 deliverBatch DELIVERING 72 with 0 txs
2023/05/31 14:23:38.308132 cutAndMaybeSend replica 3: batch length 0
2023/05/31 14:23:38.388723 deliverBatch DELIVERING 73 with 0 txs
2023/05/31 14:23:38.428942 deliverBatch DELIVERING 74 with 0 txs
2023/05/31 14:23:38.429018 deliverBatch DELIVERING 75 with 1 txs
2023/05/31 14:23:38.429220 deliverBatch DELIVERING 76 with 0 txs
2023/05/31 14:23:38.852164 cutAndMaybeSend replica 3: batch length 244
2023/05/31 14:23:39.126561 deliverBatch DELIVERING 77 with 211 txs
2023/05/31 14:23:39.144602 deliverBatch DELIVERING 78 with 227 txs
2023/05/31 14:23:39.145154 deliverBatch DELIVERING 79 with 207 txs
2023/05/31 14:23:39.164320 deliverBatch DELIVERING 80 with 244 txs
2023/05/31 14:23:39.368256 cutAndMaybeSend replica 3: batch length 9
2023/05/31 14:23:39.388123 deliverBatch DELIVERING 81 with 40 txs
2023/05/31 14:23:39.466545 deliverBatch DELIVERING 82 with 18 txs
2023/05/31 14:23:39.466666 deliverBatch DELIVERING 83 with 43 txs
