2023/05/31 14:23:25 Initializing main trace
2023/05/31 14:23:25 Id: 2
2023/05/31 14:23:25 N: 4
2023/05/31 14:23:25 F: 0
2023/05/31 14:23:25 D: 3
2023/05/31 14:23:25 Logging: critical
2023/05/31 14:23:25 ChainId: chain
2023/05/31 14:23:25 Ledger: 
2023/05/31 14:23:25 MaxLeaders: 4
2023/05/31 14:23:25 BatchDurationNsec: 500000000
2023/05/31 14:23:25 BatchSizeBytes: 2000000
2023/05/31 14:23:25 EpochTimeoutNsec: 20000000000
2023/05/31 14:23:25 BatchSignature: false
2023/05/31 14:23:25 WatermarkDist: 32
2023/05/31 14:23:25 CheckpointDist: 16
2023/05/31 14:23:25 BucketRotationPeriod: 256
2023/05/31 14:23:25 ClientWatermarkDist: 10000000
2023/05/31 14:23:25 Buckets: 2
2023/05/31 14:23:25 PayloadSharding: false
2023/05/31 14:23:25 SigSharding: true
2023/05/31 14:23:25 ByzantineDuplication: false
2023/05/31 14:23:25 Censoring: 0
2023/05/31 14:23:25 ByzantineDelay: 0
2023/05/31 14:23:25 ByzantineAfter: 0
2023/05/31 14:23:25 ByzantineUntil: 0
2023/05/31 14:23:25 UseTLS: true
2023/05/31 14:23:25 ServerConfigurationBuffer: 2
2023/05/31 14:23:25 SignatureVerification: true
2023/05/31 14:23:25 RequestSize: 500
2023/05/31 14:23:25 RequestsPerClient: 0
2023/05/31 14:23:25 Parallelism: 0
2023/05/31 14:23:25 RequestRate: 0
2023/05/31 14:23:25 ClientRunTime: 0
2023/05/31 14:23:25 Clients: 0
2023/05/31 14:23:25 Blocking: false
2023/05/31 14:23:25 Receivers: 0
2023/05/31 14:23:25 Destination: 0
2023/05/31 14:23:25 Self:
2023/05/31 14:23:25     Listen: 0.0.0.0:8001
2023/05/31 14:23:25     CACertFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/ca.pem
2023/05/31 14:23:25     KeyFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/server-3.key
2023/05/31 14:23:25     CertFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/server-3.pem
2023/05/31 14:23:25 Servers:
2023/05/31 14:23:25     CACertFile: 
2023/05/31 14:23:25     CertFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/server-1.pem
2023/05/31 14:23:25     CertFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/server-2.pem
2023/05/31 14:23:25     CertFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/server-3.pem
2023/05/31 14:23:25     CertFile: /opt/gopath/src/github.com/IBM/mirbft/deployment/config/certs/ecdsa/server-4.pem
2023/05/31 14:23:25     CertFile: 44.204.242.59:8001
2023/05/31 14:23:25     CertFile: 44.213.105.71:8001
2023/05/31 14:23:25     CertFile: 3.235.126.81:8001
2023/05/31 14:23:25     CertFile: 18.205.1.24:8001
2023/05/31 14:23:25.602863 NewBackend Mir backend
2023/05/31 14:23:25.712831 assignBuckets replica 2: Responsible for requests in buckets [4 5] in epoch 0
2023/05/31 14:23:28.661745 RunRequestProcessor Updated leader pending size
2023/05/31 14:23:29.179679 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:29.340844 deliverBatch DELIVERING 1 with 1 txs
2023/05/31 14:23:29.381174 deliverBatch DELIVERING 2 with 1 txs
2023/05/31 14:23:29.381222 deliverBatch DELIVERING 3 with 1 txs
2023/05/31 14:23:29.401371 deliverBatch DELIVERING 4 with 1 txs
2023/05/31 14:23:29.683145 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:29.824242 deliverBatch DELIVERING 5 with 0 txs
2023/05/31 14:23:29.864458 deliverBatch DELIVERING 6 with 0 txs
2023/05/31 14:23:29.864521 deliverBatch DELIVERING 7 with 0 txs
2023/05/31 14:23:29.884674 deliverBatch DELIVERING 8 with 0 txs
2023/05/31 14:23:30.186816 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:30.328133 deliverBatch DELIVERING 9 with 0 txs
2023/05/31 14:23:30.368319 deliverBatch DELIVERING 10 with 0 txs
2023/05/31 14:23:30.368369 deliverBatch DELIVERING 11 with 0 txs
2023/05/31 14:23:30.408563 deliverBatch DELIVERING 12 with 0 txs
2023/05/31 14:23:30.690584 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:30.831910 deliverBatch DELIVERING 13 with 0 txs
2023/05/31 14:23:30.872188 deliverBatch DELIVERING 14 with 0 txs
2023/05/31 14:23:30.872237 deliverBatch DELIVERING 15 with 0 txs
2023/05/31 14:23:30.892379 deliverBatch DELIVERING 16 with 0 txs
2023/05/31 14:23:31.194523 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:31.335766 deliverBatch DELIVERING 17 with 0 txs
2023/05/31 14:23:31.376030 deliverBatch DELIVERING 18 with 0 txs
2023/05/31 14:23:31.376078 deliverBatch DELIVERING 19 with 0 txs
2023/05/31 14:23:31.416294 deliverBatch DELIVERING 20 with 0 txs
2023/05/31 14:23:31.698309 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:31.859674 deliverBatch DELIVERING 21 with 0 txs
2023/05/31 14:23:31.879933 deliverBatch DELIVERING 22 with 0 txs
2023/05/31 14:23:31.879982 deliverBatch DELIVERING 23 with 0 txs
2023/05/31 14:23:31.920047 deliverBatch DELIVERING 24 with 0 txs
2023/05/31 14:23:32.202003 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:32.363293 deliverBatch DELIVERING 25 with 0 txs
2023/05/31 14:23:32.383509 deliverBatch DELIVERING 26 with 0 txs
2023/05/31 14:23:32.383571 deliverBatch DELIVERING 27 with 0 txs
2023/05/31 14:23:32.423728 deliverBatch DELIVERING 28 with 0 txs
2023/05/31 14:23:32.705621 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:32.846904 deliverBatch DELIVERING 29 with 0 txs
2023/05/31 14:23:32.887135 deliverBatch DELIVERING 30 with 0 txs
2023/05/31 14:23:32.887184 deliverBatch DELIVERING 31 with 0 txs
2023/05/31 14:23:32.907330 deliverBatch DELIVERING 32 with 0 txs
2023/05/31 14:23:33.209296 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:33.350550 deliverBatch DELIVERING 33 with 0 txs
2023/05/31 14:23:33.390706 deliverBatch DELIVERING 34 with 0 txs
2023/05/31 14:23:33.390762 deliverBatch DELIVERING 35 with 0 txs
2023/05/31 14:23:33.410876 deliverBatch DELIVERING 36 with 0 txs
2023/05/31 14:23:33.712931 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:33.854076 deliverBatch DELIVERING 37 with 0 txs
2023/05/31 14:23:33.894345 deliverBatch DELIVERING 38 with 0 txs
2023/05/31 14:23:33.894397 deliverBatch DELIVERING 39 with 0 txs
2023/05/31 14:23:33.914536 deliverBatch DELIVERING 40 with 0 txs
2023/05/31 14:23:34.216587 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:34.377928 deliverBatch DELIVERING 41 with 0 txs
2023/05/31 14:23:34.398022 deliverBatch DELIVERING 42 with 0 txs
2023/05/31 14:23:34.398069 deliverBatch DELIVERING 43 with 0 txs
2023/05/31 14:23:34.418183 deliverBatch DELIVERING 44 with 0 txs
2023/05/31 14:23:34.720132 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:34.861431 deliverBatch DELIVERING 45 with 0 txs
2023/05/31 14:23:34.901640 deliverBatch DELIVERING 46 with 0 txs
2023/05/31 14:23:34.901691 deliverBatch DELIVERING 47 with 0 txs
2023/05/31 14:23:34.921730 deliverBatch DELIVERING 48 with 0 txs
2023/05/31 14:23:35.223815 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:35.364997 deliverBatch DELIVERING 49 with 0 txs
2023/05/31 14:23:35.405326 deliverBatch DELIVERING 50 with 0 txs
2023/05/31 14:23:35.405371 deliverBatch DELIVERING 51 with 0 txs
2023/05/31 14:23:35.425406 deliverBatch DELIVERING 52 with 0 txs
2023/05/31 14:23:35.728037 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:35.848696 deliverBatch DELIVERING 53 with 0 txs
2023/05/31 14:23:35.908959 deliverBatch DELIVERING 54 with 0 txs
2023/05/31 14:23:35.909008 deliverBatch DELIVERING 55 with 0 txs
2023/05/31 14:23:35.949183 deliverBatch DELIVERING 56 with 0 txs
2023/05/31 14:23:36.231161 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:36.372453 deliverBatch DELIVERING 57 with 0 txs
2023/05/31 14:23:36.412748 deliverBatch DELIVERING 58 with 0 txs
2023/05/31 14:23:36.412801 deliverBatch DELIVERING 59 with 0 txs
2023/05/31 14:23:36.452903 deliverBatch DELIVERING 60 with 0 txs
2023/05/31 14:23:36.734852 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:36.876045 deliverBatch DELIVERING 61 with 0 txs
2023/05/31 14:23:36.916199 deliverBatch DELIVERING 62 with 0 txs
2023/05/31 14:23:36.916250 deliverBatch DELIVERING 63 with 0 txs
2023/05/31 14:23:36.936442 deliverBatch DELIVERING 64 with 0 txs
2023/05/31 14:23:37.238659 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:37.379904 deliverBatch DELIVERING 65 with 0 txs
2023/05/31 14:23:37.420095 deliverBatch DELIVERING 66 with 0 txs
2023/05/31 14:23:37.420165 deliverBatch DELIVERING 67 with 0 txs
2023/05/31 14:23:37.440332 deliverBatch DELIVERING 68 with 0 txs
2023/05/31 14:23:37.742420 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:37.803121 Request map[MFkwEwYHKoZIzj0CAQYIKoZIzj0DAQcDQgAEmb4kegHVdkNbN7yU+NGFaq0QrWux6A8rc5PnIGXspnSnftElpW7aru0l8a5F4txRhVohS2uNwV5IiZQIj6P94w:0xc01bd49608]
2023/05/31 14:23:37.863648 deliverBatch DELIVERING 69 with 0 txs
2023/05/31 14:23:37.923946 deliverBatch DELIVERING 70 with 0 txs
2023/05/31 14:23:37.923997 deliverBatch DELIVERING 71 with 0 txs
2023/05/31 14:23:37.944196 deliverBatch DELIVERING 72 with 0 txs
2023/05/31 14:23:38.246371 cutAndMaybeSend replica 2: batch length 1
2023/05/31 14:23:38.387472 deliverBatch DELIVERING 73 with 0 txs
2023/05/31 14:23:38.427644 deliverBatch DELIVERING 74 with 0 txs
2023/05/31 14:23:38.427691 deliverBatch DELIVERING 75 with 1 txs
2023/05/31 14:23:38.467880 deliverBatch DELIVERING 76 with 0 txs
2023/05/31 14:23:38.785448 cutAndMaybeSend replica 2: batch length 207
2023/05/31 14:23:39.082703 deliverBatch DELIVERING 77 with 211 txs
2023/05/31 14:23:39.163321 deliverBatch DELIVERING 78 with 227 txs
2023/05/31 14:23:39.163901 deliverBatch DELIVERING 79 with 207 txs
2023/05/31 14:23:39.183436 deliverBatch DELIVERING 80 with 244 txs
2023/05/31 14:23:39.311184 cutAndMaybeSend replica 2: batch length 43
2023/05/31 14:23:39.405123 deliverBatch DELIVERING 81 with 40 txs
2023/05/31 14:23:39.465285 deliverBatch DELIVERING 82 with 18 txs
2023/05/31 14:23:39.465395 deliverBatch DELIVERING 83 with 43 txs
2023/05/31 14:23:39.485381 deliverBatch DELIVERING 84 with 9 txs
2023/05/31 14:23:39.827797 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:39.948917 deliverBatch DELIVERING 85 with 0 txs
2023/05/31 14:23:39.989101 deliverBatch DELIVERING 86 with 0 txs
2023/05/31 14:23:39.989188 deliverBatch DELIVERING 87 with 0 txs
2023/05/31 14:23:40.009318 deliverBatch DELIVERING 88 with 0 txs
2023/05/31 14:23:40.331488 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:40.472591 deliverBatch DELIVERING 89 with 0 txs
2023/05/31 14:23:40.492798 deliverBatch DELIVERING 90 with 0 txs
2023/05/31 14:23:40.492857 deliverBatch DELIVERING 91 with 0 txs
2023/05/31 14:23:40.533091 deliverBatch DELIVERING 92 with 0 txs
2023/05/31 14:23:40.855275 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:40.936018 deliverBatch DELIVERING 93 with 0 txs
2023/05/31 14:23:40.996528 deliverBatch DELIVERING 94 with 0 txs
2023/05/31 14:23:40.996590 deliverBatch DELIVERING 95 with 0 txs
2023/05/31 14:23:41.016612 deliverBatch DELIVERING 96 with 0 txs
2023/05/31 14:23:41.359083 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:41.439813 deliverBatch DELIVERING 97 with 0 txs
2023/05/31 14:23:41.500146 deliverBatch DELIVERING 98 with 0 txs
2023/05/31 14:23:41.500196 deliverBatch DELIVERING 99 with 0 txs
2023/05/31 14:23:41.520290 deliverBatch DELIVERING 100 with 0 txs
2023/05/31 14:23:41.862974 cutAndMaybeSend replica 2: batch length 0
2023/05/31 14:23:41.943670 deliverBatch DELIVERING 101 with 0 txs
2023/05/31 14:23:41.984022 deliverBatch DELIVERING 102 with 0 txs
2023/05/31 14:23:42.004044 deliverBatch DELIVERING 103 with 0 txs
