12:08:21.298 INF Connecting to orderer. addrStr=127.0.0.1:10000 peerId=0
12:08:21.298 INF Connecting to orderer. addrStr=127.0.0.1:10022 peerId=2
12:08:21.298 INF Connecting to orderer. addrStr=127.0.0.1:10033 peerId=3
12:08:21.298 INF Connecting to orderer. addrStr=127.0.0.1:10011 peerId=1
12:08:21.305 INF Connected to orderer. addrStr=127.0.0.1:10022 id=2
12:08:21.305 INF Connected to orderer. addrStr=127.0.0.1:10011 id=1
12:08:21.306 INF Connected to orderer. addrStr=127.0.0.1:10000 id=0
12:08:21.306 INF Connected to orderer. addrStr=127.0.0.1:10033 id=3
12:08:21.317 INF Connected to orderers.
12:08:21.319 INF Updating bucket assignment. epoch=0
12:08:21.319 DBG New bucket assignment. buckets=[1,5,9,13,17,21,25,29,33,37,41,45,49,53,57,61] orderer=1
12:08:21.321 INF Setting up client timeout. clientRunTime=30000
12:08:21.321 DBG New bucket assignment. buckets=[2,6,10,14,18,22,26,30,34,38,42,46,50,54,58,62] orderer=2
12:08:21.321 INF Starting to submit requests. numRequests=15360
12:08:21.321 DBG New bucket assignment. buckets=[3,7,11,15,19,23,27,31,35,39,43,47,51,55,59,63] orderer=3
12:08:21.321 DBG New bucket assignment. buckets=[0,4,8,12,16,20,24,28,32,36,40,44,48,52,56,60] orderer=0
12:08:21.322 INF Resubmitted Requests. epoch=0 n=0
12:08:21.322 DBG Submitted request. clSeqNr=0
12:08:21.325 DBG Submitted request. clSeqNr=1
12:08:21.330 DBG Submitted request. clSeqNr=2
12:08:21.336 DBG Submitted request. clSeqNr=3
12:08:21.338 DBG Submitted request. clSeqNr=4
12:08:21.342 DBG Submitted request. clSeqNr=5
12:08:21.346 DBG Submitted request. clSeqNr=6
12:08:21.350 DBG Submitted request. clSeqNr=7
12:08:21.353 DBG Submitted request. clSeqNr=8
12:08:21.357 DBG Submitted request. clSeqNr=9
12:08:21.361 DBG Submitted request. clSeqNr=10
12:08:21.364 DBG Submitted request. clSeqNr=11
12:08:21.369 DBG Submitted request. clSeqNr=12
12:08:21.373 DBG Submitted request. clSeqNr=13
12:08:21.376 DBG Submitted request. clSeqNr=14
12:08:21.380 DBG Submitted request. clSeqNr=15
12:08:21.385 DBG Submitted request. clSeqNr=16
12:08:21.389 DBG Submitted request. clSeqNr=17
12:08:21.392 DBG Submitted request. clSeqNr=18
12:08:21.396 DBG Submitted request. clSeqNr=19
12:08:21.400 DBG Submitted request. clSeqNr=20
12:08:21.404 DBG Submitted request. clSeqNr=21
12:08:21.408 DBG Submitted request. clSeqNr=22
12:08:21.412 DBG Submitted request. clSeqNr=23
12:08:21.415 DBG Submitted request. clSeqNr=24
12:08:21.419 DBG Submitted request. clSeqNr=25
12:08:21.424 DBG Submitted request. clSeqNr=26
12:08:21.427 DBG Submitted request. clSeqNr=27
12:08:21.431 DBG Submitted request. clSeqNr=28
12:08:21.435 DBG Submitted request. clSeqNr=29
12:08:21.439 DBG Submitted request. clSeqNr=30
12:08:21.443 DBG Submitted request. clSeqNr=31
12:08:21.447 DBG Submitted request. clSeqNr=32
12:08:21.450 DBG Submitted request. clSeqNr=33
12:08:21.455 DBG Submitted request. clSeqNr=34
12:08:21.459 DBG Submitted request. clSeqNr=35
12:08:21.462 DBG Submitted request. clSeqNr=36
12:08:21.466 DBG Submitted request. clSeqNr=37
12:08:21.471 DBG Submitted request. clSeqNr=38
12:08:21.474 DBG Submitted request. clSeqNr=39
12:08:21.478 DBG Submitted request. clSeqNr=40
12:08:21.482 DBG Submitted request. clSeqNr=41
12:08:21.486 DBG Submitted request. clSeqNr=42
12:08:21.490 DBG Submitted request. clSeqNr=43
12:08:21.494 DBG Submitted request. clSeqNr=44
12:08:21.498 DBG Submitted request. clSeqNr=45
12:08:21.502 DBG Submitted request. clSeqNr=46
12:08:21.505 DBG Submitted request. clSeqNr=47
12:08:21.509 DBG Submitted request. clSeqNr=48
12:08:21.514 DBG Submitted request. clSeqNr=49
12:08:21.517 DBG Submitted request. clSeqNr=50
12:08:21.521 DBG Submitted request. clSeqNr=51
12:08:21.525 DBG Submitted request. clSeqNr=52
12:08:21.529 DBG Submitted request. clSeqNr=53
12:08:21.533 DBG Submitted request. clSeqNr=54
12:08:21.537 DBG Submitted request. clSeqNr=55
12:08:21.540 DBG Submitted request. clSeqNr=56
12:08:21.544 DBG Submitted request. clSeqNr=57
12:08:21.549 DBG Submitted request. clSeqNr=58
12:08:21.552 DBG Submitted request. clSeqNr=59
12:08:21.556 DBG Submitted request. clSeqNr=60
12:08:21.561 DBG Submitted request. clSeqNr=61
12:08:21.564 DBG Submitted request. clSeqNr=62
12:08:21.568 DBG Submitted request. clSeqNr=63
12:08:21.572 DBG Submitted request. clSeqNr=64
12:08:21.576 DBG Submitted request. clSeqNr=65
12:08:21.580 DBG Submitted request. clSeqNr=66
12:08:21.584 DBG Submitted request. clSeqNr=67
12:08:21.587 DBG Submitted request. clSeqNr=68
12:08:21.592 DBG Submitted request. clSeqNr=69
12:08:21.596 DBG Submitted request. clSeqNr=70
12:08:21.599 DBG Submitted request. clSeqNr=71
12:08:21.603 DBG Submitted request. clSeqNr=72
12:08:21.608 DBG Submitted request. clSeqNr=73
12:08:21.611 DBG Submitted request. clSeqNr=74
12:08:21.615 DBG Submitted request. clSeqNr=75
12:08:21.619 DBG Submitted request. clSeqNr=76
12:08:21.622 DBG Submitted request. clSeqNr=77
12:08:21.627 DBG Submitted request. clSeqNr=78
12:08:21.631 DBG Submitted request. clSeqNr=79
12:08:21.634 DBG Submitted request. clSeqNr=80
12:08:21.638 DBG Submitted request. clSeqNr=81
12:08:21.643 DBG Submitted request. clSeqNr=82
12:08:21.646 DBG Submitted request. clSeqNr=83
12:08:21.650 DBG Submitted request. clSeqNr=84
12:08:21.654 DBG Submitted request. clSeqNr=85
12:08:21.658 DBG Submitted request. clSeqNr=86
12:08:21.662 DBG Submitted request. clSeqNr=87
12:08:21.666 DBG Submitted request. clSeqNr=88
12:08:21.669 DBG Submitted request. clSeqNr=89
12:08:21.674 DBG Submitted request. clSeqNr=90
12:08:21.678 DBG Submitted request. clSeqNr=91
12:08:21.681 DBG Submitted request. clSeqNr=92
12:08:21.685 DBG Submitted request. clSeqNr=93
12:08:21.689 DBG Submitted request. clSeqNr=94
12:08:21.693 DBG Submitted request. clSeqNr=95
12:08:21.697 DBG Submitted request. clSeqNr=96
12:08:21.701 DBG Submitted request. clSeqNr=97
12:08:21.704 DBG Submitted request. clSeqNr=98
12:08:21.709 DBG Submitted request. clSeqNr=99
12:08:21.713 DBG Submitted request. clSeqNr=100
12:08:21.717 DBG Submitted request. clSeqNr=101
12:08:21.720 DBG Submitted request. clSeqNr=102
12:08:21.724 DBG Submitted request. clSeqNr=103
12:08:21.729 DBG Submitted request. clSeqNr=104
12:08:21.732 DBG Submitted request. clSeqNr=105
12:08:21.736 DBG Submitted request. clSeqNr=106
12:08:21.740 DBG Submitted request. clSeqNr=107
12:08:21.744 DBG Submitted request. clSeqNr=108
12:08:21.748 DBG Submitted request. clSeqNr=109
12:08:21.751 DBG Submitted request. clSeqNr=110
12:08:21.756 DBG Submitted request. clSeqNr=111
12:08:21.760 DBG Submitted request. clSeqNr=112
12:08:21.763 DBG Submitted request. clSeqNr=113
12:08:21.767 DBG Submitted request. clSeqNr=114
12:08:21.771 DBG Submitted request. clSeqNr=115
12:08:21.775 DBG Submitted request. clSeqNr=116
12:08:21.779 DBG Submitted request. clSeqNr=117
12:08:21.783 DBG Submitted request. clSeqNr=118
12:08:21.786 DBG Submitted request. clSeqNr=119
12:08:21.790 DBG Submitted request. clSeqNr=120
12:08:21.795 DBG Submitted request. clSeqNr=121
12:08:21.799 DBG Submitted request. clSeqNr=122
12:08:21.802 DBG Submitted request. clSeqNr=123
12:08:21.806 DBG Submitted request. clSeqNr=124
12:08:21.811 DBG Submitted request. clSeqNr=125
12:08:21.814 DBG Submitted request. clSeqNr=126
12:08:21.818 DBG Submitted request. clSeqNr=127
12:08:21.822 DBG Submitted request. clSeqNr=128
12:08:21.826 DBG Submitted request. clSeqNr=129
12:08:21.830 DBG Submitted request. clSeqNr=130
12:08:21.834 DBG Submitted request. clSeqNr=131
12:08:21.837 DBG Submitted request. clSeqNr=132
12:08:21.842 DBG Submitted request. clSeqNr=133
12:08:21.845 DBG Submitted request. clSeqNr=134
12:08:21.849 DBG Submitted request. clSeqNr=135
12:08:21.853 DBG Submitted request. clSeqNr=136
12:08:21.857 DBG Submitted request. clSeqNr=137
12:08:21.861 DBG Submitted request. clSeqNr=138
12:08:21.865 DBG Submitted request. clSeqNr=139
12:08:21.869 DBG Submitted request. clSeqNr=140
12:08:21.873 DBG Submitted request. clSeqNr=141
12:08:21.876 DBG Submitted request. clSeqNr=142
12:08:21.880 DBG Submitted request. clSeqNr=143
12:08:21.885 DBG Submitted request. clSeqNr=144
12:08:21.888 DBG Submitted request. clSeqNr=145
12:08:21.892 DBG Submitted request. clSeqNr=146
12:08:21.896 DBG Submitted request. clSeqNr=147
12:08:21.900 DBG Submitted request. clSeqNr=148
12:08:21.904 DBG Submitted request. clSeqNr=149
12:08:21.908 DBG Submitted request. clSeqNr=150
12:08:21.912 DBG Submitted request. clSeqNr=151
12:08:21.915 DBG Submitted request. clSeqNr=152
12:08:21.920 DBG Submitted request. clSeqNr=153
12:08:21.924 DBG Submitted request. clSeqNr=154
12:08:21.927 DBG Submitted request. clSeqNr=155
12:08:21.931 DBG Submitted request. clSeqNr=156
12:08:21.936 DBG Submitted request. clSeqNr=157
12:08:21.939 DBG Submitted request. clSeqNr=158
12:08:21.943 DBG Submitted request. clSeqNr=159
12:08:21.946 DBG Submitted request. clSeqNr=160
12:08:21.951 DBG Submitted request. clSeqNr=161
12:08:21.955 DBG Submitted request. clSeqNr=162
12:08:21.959 DBG Submitted request. clSeqNr=163
12:08:21.962 DBG Submitted request. clSeqNr=164
12:08:21.967 DBG Submitted request. clSeqNr=165
12:08:21.971 DBG Submitted request. clSeqNr=166
12:08:21.974 DBG Submitted request. clSeqNr=167
12:08:21.978 DBG Submitted request. clSeqNr=168
12:08:21.982 DBG Submitted request. clSeqNr=169
12:08:21.986 DBG Submitted request. clSeqNr=170
